ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P5910,Gas,China,China,China,https://www.gem.wiki/Sichuan%E2%80%93Shanghai_Parallel_Gas_Pipeline,Sichuan–Shanghai Parallel Gas Pipeline,Tongluoxia Gas Storage Branch,,proposed,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. (100%)",National Petroleum and Natural Gas Pipeline Network Group Co Ltd [100.00%],,,,,,,,,--,--,33.56,25.99,33.56,711,mm,,Tongluoxia,Jiangbei District,Chongqing,Asia,Dasheng Town,Eastern Asia,Yubei District,Chongqing,Asia,,Eastern Asia,,川气东送二线输气管道,,,,--,2024-08-13
P5911,Gas,China,China,China,https://www.gem.wiki/Sichuan%E2%80%93Shanghai_Parallel_Gas_Pipeline,Sichuan–Shanghai Parallel Gas Pipeline,Huangcaoxia Gas Storage Branch,,proposed,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. (100%)",National Petroleum and Natural Gas Pipeline Network Group Co Ltd [100.00%],,,,,,,,,--,--,39.24,37.89,39.24,711,mm,,Huangcaoxia,Changshou District,Chongqing,Asia,Yuntai Town,Eastern Asia,Changshou District,Chongqing,Asia,,Eastern Asia,,川气东送二线输气管道,,,,--,2024-08-13
P5912,Gas,China,China,China,https://www.gem.wiki/Sichuan%E2%80%93Shanghai_Gas_Pipeline,Sichuan–Shanghai Gas Pipeline,"Jiangsu Huadian Qishuyan Thermal Power Co., Ltd. Gas Pipeline",,operating,--,unknown [unknown %],2012,,,,,,,,--,--,21,10.56,21,,,,Zhenglu Distribution Substation,Tianning District,Jiangsu,Asia,Qishuyan Power Plant,Eastern Asia,Changzhou City,Jiangsu,Asia,,Eastern Asia,,川气东送输气管道,,,,--,2023-09-06
P5913,Gas,China,China,China,https://www.gem.wiki/Sichuan%E2%80%93Shanghai_Gas_Pipeline,Sichuan–Shanghai Gas Pipeline,Jiangsu Segment Yutai Gas Pipeline,,operating,--,unknown [unknown %],2015,,,,,,,,--,--,24,18.14,24,,,,Dongbang Distribution Substation,Changshu,Jiangsu,Asia,Huangjing Distribution Substation,Eastern Asia,Taicang City,Jiangsu ,Asia,,Eastern Asia,,川气东送输气管道,,,,--,2023-09-06
P5914,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Wenzhou_LNG_Terminal_Export_Pipeline_.E6.B8.A9.E5.B7.9ELNG.E5.A4.96.E8.BE.93.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Wenzhou LNG Terminal Export Pipeline,,construction,Zhejiang Energy Group Co Ltd (100%),Zhejiang Provincial People's Government State-owned Assets Supervision and Administration Commission [90.00%]; Zhejiang Financial Development Co Ltd [10.00%],,,,,,,,,--,--,26,17.51,26,1016,mm,,"Xiaomen Island, Dongtou District",Wenzhou,Zhejiang,Asia,Yueqing City,Eastern Asia,Wenzhou,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,600000000,RMB,96000000,2024-10-04
P5915,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network,Zhejiang Natural Gas Pipeline Network,Jinhua-Lishui-Wenzhou Gas Pipeline Jinqu Section Yiwu Branch,,operating,National Pipeline Network Group Zhejiang Natural Gas Pipeline Network Co Ltd (100%),unknown [unknown %],2013,,,,,0.5,,bcm/y,0.5,8042.79,33.2,42.41,33.2,660,mm,,Jindong District,Jinhua,Zhejiang,Asia,Yiwu,Eastern Asia,Jinhua,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,259490000,RMB,41518400,2023-09-07
P5916,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Jinhua-Lishui-Wenzhou_Gas_Pipeline_Jinqu_Section_Changshan_Branch.2C_Jiangshan_Branch_and_Longyou_Branch_.E9.87.91.E4.B8.BD.E6.B8.A9.E7.9C.81.E7.BA.A7.E5.A4.A9.E7.84.B6.E6.B0.94.E7.AE.A1.E9.81.93.E9.87.91.E8.A1.A2.E6.AE.B5.E9.85.8D.E5.A5.97.E7.AE.A1.E9.81.93.E5.B7.A5.E7.A8.8B.E5.B8.B8.E5.B1.B1.E6.94.AF.E7.BA.BF.E3.80.81_.E6.B1.9F.E5.B1.B1.E6.94.AF.E7.BA.BF.E5.8F.8A.E9.BE.99.E6.B8.B8.E6.94.AF.E7.BA.BF.E9.A1.B9.E7.9B.AE,Zhejiang Natural Gas Pipeline Network,"Jinhua-Lishui-Wenzhou Gas Pipeline Jinqu Section Changshan Branch, Jiangshan Branch and Longyou Branch",,operating,National Pipeline Network Group Zhejiang Natural Gas Pipeline Network Co Ltd (100%),unknown [unknown %],2015,,,,,0.36,,bcm/y,0.36,5721.82,134,103.4,134,355.6,mm,,,Quzhou,Zhejiang,Asia,Changshan County; Jiangshan City; Longyou County,Eastern Asia,Quzhou,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,568000000,RMB,90880000,2023-09-07
P5917,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Jinhua-Lishui-Wenzhou_Gas_Pipeline_.E9.87.91.E4.B8.BD.E6.B8.A9.E8.BE.93.E6.B0.94.E7.AE.A1.E9.81.93_.28.E9.87.91.E5.8D.8E-.E4.B8.BD.E6.B0.B4-.E6.B8.A9.E5.B7.9E.29,Zhejiang Natural Gas Pipeline Network,"Jinhua-Lishui-Wenzhou Gas Pipeline Jinqu Section Jinhua Gas Turbine Branch, Lanxi Branch",,operating,Zhejiang Jinquli Natural Gas Co Ltd (100%),unknown [unknown %],2016,,,,,0.97,,bcm/y,0.97,15553.68,46.66,27.6,46.66,813/323.9,mm,,Jindong District,Jinhua,Zhejiang,Asia,Lanxi City,Eastern Asia,Jinhua,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,249000000,RMB,39840000,2023-09-07
P5918,Gas,Czech Republic,Czech Republic,Czech Republic,https://www.gem.wiki/Moravia_Extension_Gas_Pipeline,Moravia Extension Gas Pipeline,Stage 2,Transgas_14,proposed,Net4Gas (100%),Net4Gas Holdings sro [100.00%],2027,,,,,71.3,,GWh/d,2.58,41504.52,74,--,74,1000,mm,,Bezmérov,,,Europe,Libhošÿ,Eastern Europe,,,Europe,Pre-FID,Eastern Europe,,,,,,--,2023-09-06
P5919,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Jinhua-Lishui-Wenzhou_Gas_Pipeline_.E9.87.91.E4.B8.BD.E6.B8.A9.E8.BE.93.E6.B0.94.E7.AE.A1.E9.81.93_.28.E9.87.91.E5.8D.8E-.E4.B8.BD.E6.B0.B4-.E6.B8.A9.E5.B7.9E.29,Zhejiang Natural Gas Pipeline Network,"Jinhua-Lishui-Wenzhou Gas Pipeline Jinqu Section Pujiang Branch, Dongyang Branch",,operating,National Pipeline Network Group Zhejiang Natural Gas Pipeline Network Co Ltd (100%),unknown [unknown %],2017,2018,,,,0.16,,bcm/y,0.16,2562.73,77,39.68,77,406.4/355.6,mm,,Yiwu City,Jinhua,Zhejiang,Asia,Pujiang County; Dongyang City,Eastern Asia,Jinhua,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,351000000,RMB,56160000,2023-09-07
P5920,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Wenzhou_Huagang_LNG_Terminal_Export_Pipeline_.E6.B8.A9.E5.B7.9E.E5.8D.8E.E6.B8.AFLNG.E9.A1.B9.E7.9B.AE.E5.A4.96.E8.BE.93.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Wenzhou Huagang LNG Terminal Export Pipeline,,proposed,"West To East Gas Transmission Branch of National Petroleum Pipeline Network Group Co., Ltd. (100%)",unknown [unknown %],,,,,,,,,--,--,105,61.43,105,1016/1219,mm,Wenzhou Huagang LNG Terminal,"Zhuangyuan Ao, Dongtou District",Wenzhou,Zhejiang,Asia,,Eastern Asia,Wenzhou,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,,,--,2024-10-04
P5921,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Wenzhou_Huagang_LNG_Terminal_Export_Pipeline_.E6.B8.A9.E5.B7.9E.E5.8D.8E.E6.B8.AFLNG.E9.A1.B9.E7.9B.AE.E5.A4.96.E8.BE.93.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Dongyang-Pan'an Gas Pipeline,,operating,National Pipeline Network Group Zhejiang Natural Gas Pipeline Network Co Ltd (100%),unknown [unknown %],2021,,,,,0.05,,bcm/y,0.05,773.65,42.1,52.14,42.1,400,mm,,Dongyang County,Jinhua,Zhejiang,Asia,Pan'an County,Eastern Asia,Jinhua,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,508570000,RMB,81371200,2023-09-07
P5922,Gas,Hungary,Hungary,"Hungary, Slovenia, Italy",https://www.gem.wiki/Hungary-Slovenia-Italy_Interconnector_Gas_Pipeline,Hungary-Slovenia-Italy Interconnector Gas Pipeline,Nagykanizsa-Kaposvár-Kozármisleny,"Slovenian-Hungarian interconnector, Nagykanizsa-Kozármisleny, Nagykanizsa-Tornyiszentmiklós",proposed,--,unknown [unknown %],2025,,,,,2.1,,bcm/y,2.1,33847.4,150,123.4,150,600,mm,,Nagykanizsa,,,Europe,Kozármisleny,Eastern Europe,,,Europe,Pre-FID,Eastern Europe,,,,,,--,2023-07-23
P5923,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Jiaxing_Connection_Pipeline_Between_West-East_Gas_Pipeline_2_and_Sichuan.E2.80.93Shanghai_Gas_Pipeline_.E8.A5.BF.E4.BA.8C.E7.BA.BF.E3.80.81.E5.B7.9D.E6.B0.94.E4.B8.9C.E9.80.81.E5.98.89.E5.85.B4.E8.81.94.E9.80.9A.E5.B7.A5.E7.A8.8B,Zhejiang Natural Gas Pipeline Network,Jiaxing Connection Pipeline Between West-East Gas Pipeline 2 and Sichuan–Shanghai Gas Pipeline,,construction,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. (100%)",National Petroleum and Natural Gas Pipeline Network Group Co Ltd [100.00%],,,,,,8,,bcm/y,8,128942.47,0.8,--,0.8,1016,mm,,"Hongnan Village, Tianning Town, Jiashan County",Jiaxing,Zhejiang,Asia,"Hongnan Village, Tianning Town, Jiashan County",Eastern Asia,Jiaxing,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,191287700,RMB,30606032,2024-10-04
P5924,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Liuheng-Chunxiao_Gas_Pipeline_.E5.85.AD.E6.A8.AA-.E6.98.A5.E6.99.93.E5.A4.A9.E7.84.B6.E6.B0.94.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Liuheng-Chunxiao Gas Pipeline,,proposed,Zhejiang Zheneng Liuheng LNG Co Ltd (100%),unknown [unknown %],,,,,,18,,bcm/y,18,290120.55,41,15.75,41,1016,mm,Liuheng LNG Terminal,"Liuheng LNG Terminal, Liuheng Island, Putuo District",Zhoushan,Zhejiang,Asia,"Chunxiao Station, Beilun District",Eastern Asia,Ningbo,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,2000000000,RMB,320000000,2024-10-04
P5925,Gas,Oman,Oman,Oman,https://www.gem.wiki/Sayh_Nuhaydah-Saih_Rawl_Gas_Pipeline,Sayh Nuhaydah-Saih Rawl GAS Pipeline ,,,operating,--,unknown [unknown %],2005,,,,,,,,--,--,--,142.31,142.31,48,in,Saih Rawl Field,,,Al Wusta,Asia,Saih Rawl Field,Western Asia,,Al Wusta,Asia,,Western Asia,,خط غاز سيح نهيدة- سيح رول,,,,--,2023-09-11
P5926,Gas,United States,United States,United States,https://www.gem.wiki/Gulf_South_Gas_Pipeline,Gulf South Gas Pipeline,GS Southeast Expansion,,operating,Boardwalk Pipeline Partners (100%),Loews Corp [100.00%],2008,,,,,1272,,MMcf/d,13,209528.93,178.64,167.05,178.64,42,in,,,,Mississippi,Americas,,Northern America,,Alabama,Americas,,Northern America,,,,1296000000,USD,1296000000,2023-09-11
P5927,Gas,Kazakhstan,Kazakhstan,Kazakhstan,https://www.gem.wiki/Bukhara-Ural_Gas_Pipeline,Bukhara-Ural Gas Pipeline,CS 14-Aktobe I,,operating,QazaqGaz (100%),Samruk-Kazyna SWF JSC [100.00%],,,,,,1.96,,bcm/y,1.96,31590.9,158,138.79,158,530,mm,Gazli,,Khromtau District,Aktobe Region,Asia,Aktobe,Central Asia,,Aktobe Region,Asia,,Central Asia,,"Газопровод-отвод в г. Актобе от МГ «Бухара-Урал, 1-ая ветка",,,,--,2024-08-14
P5928,Gas,Kazakhstan,Kazakhstan,Kazakhstan,https://www.gem.wiki/Bukhara-Ural_Gas_Pipeline,Bukhara-Ural Gas Pipeline,CS 14-Aktobe II,,operating,QazaqGaz (100%),Samruk-Kazyna SWF JSC [100.00%],,,,,,1.96,,bcm/y,1.96,31590.9,158,138.79,158,530,mm,Gazli,,Khromtau District,Aktobe Region,Asia,Aktobe,Central Asia,,Aktobe Region,Asia,,Central Asia,,"Газопровод-отвод в г. Актобе от МГ «Бухара-Урал, 2-ая ветка",,,,--,2024-08-14
P5929,Gas,Australia,Australia,Australia,https://www.gem.wiki/Browse_to_NWS_Gas_Pipeline#Opposition_and_environmental_impacts,Browse to NWS Gas Pipeline,,Browse Trunkline,proposed,--,unknown [unknown %],,,,,,2150,,MMcf/d,21.97,354156.6,900,--,900,42,in,Browse basin,Browse basin ,,Western Australia,Oceania,North West Shelf infrastructure,Australia and New Zealand,,Western Australia,Oceania,,Australia and New Zealand,,,,,,--,2023-09-06
P5930,Gas,Australia,Australia,Australia,https://www.gem.wiki/Browse_to_NWS_Gas_Pipeline#Opposition_and_environmental_impacts,Browse to NWS Gas Pipeline,Inter-field spur line,,proposed,--,unknown [unknown %],,,,,,1100,,MMcf/d,11.24,181196.4,85,--,85,34,in,Browse basin,Torosa FPSO,,Western Australia,Oceania,Browse Gas Pipeline,Australia and New Zealand,,Western Australia,Oceania,,Australia and New Zealand,,,,,,--,2023-09-06
P5931,Gas,United States,United States,United States,https://www.gem.wiki/Apex_Pipeline,Apex Pipeline,,,proposed,Terga Resources (100%),Targa Resources Corp [100.00%],,,,,,2000,,MMcf/d,20.44,329448,906.06,845.56,906.06,42,in,Permian Basin,Midline County,,Texas,Americas,Jefferson County,Northern America,,Texas,Americas,,Northern America,,,,2500000000,USD,2500000000,2024-08-05
P5932,Gas,United States,United States,United States,https://www.gem.wiki/Gulf_South_Gas_Pipeline,Gulf South Gas Pipeline,GS Texas to Mississippi Expansion,East Texas and Mississippi Pipeline Expansion,operating,Boardwalk Pipeline Partners (100%),Loews Corp [100.00%],2008,,,,,1700,,MMcf/d,17.37,280030.8,391.07,375.03,391.07,"36, 42",in,"Barnett Shale, Bossier Sands",Keatchie,DeSoto Parish,Louisiana,Americas,,Northern America,Simpson County,Mississippi,Americas,,Northern America,,,,961000000,USD,961000000,2023-09-11
P5933,Gas,Moldova,Moldova,Moldova,,Tocuz-Cainari-Mereni Gas Pipeline,,,operating,Moldovatransgaz (100%),Gazprom PJSC [51.00%]; Moldovagaz SA [49.00%],2007,,,,,1.8,,bcm/y,1.8,29012.05,64,66.09,64,530,mm,,Tocuz,,,Europe,Mereni,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2023-09-07
P5934,Gas,Moldova,Moldova,Moldova,,Olishcani-Saharna Gas Pipeline,,,operating,Moldovatransgaz (100%),Gazprom PJSC [51.00%]; Moldovagaz SA [49.00%],,,,,,,,,--,--,27,28.95,27,530,mm,,Olishcarni,,,Europe,Saharna,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2023-09-07
P5935,Gas,Ukraine,Moldova,"Moldova, Ukraine",,Odessa-Chisinau Gas Pipeline,,,operating,Moldovatransgaz (100%),Gazprom PJSC [51.00%]; Moldovagaz SA [49.00%],,,,,,1.3,,bcm/y,1.3,20953.15,44,165.94,44,530,mm,Odessa,Odessa,,,Europe,Chisinau,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2023-09-07
P5936,Gas,Moldova,Moldova,Moldova,,Chisinau-Ribnita Gas Pipeline,,,operating,Moldovatransgaz (100%),Gazprom PJSC [51.00%]; Moldovagaz SA [49.00%],,,,,,1.5,,bcm/y,1.5,24176.71,91,108.78,91,530,mm,,Chisinau,,,Europe,Ribnita,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2023-09-07
P5937,Gas,Turkmenistan,Turkmenistan,Turkmenistan,https://www.gem.wiki/Dowletabat-Deryalyk_Gas_Pipeline,Dowletabat-Deryalyk Gas Pipeline,II,,operating,Turkmengaz (100%),Turkmengaz [100.00%],2011,,,,,80,,mill.Sm3/day,29.2,470640,61.1,--,61.1,1420,mm,Dauletabad gas field,,,,Asia,,Central Asia,,,Asia,,Central Asia,,"Газопровод Довлетабад – Дерьялык, 2-ая нитка",,50000000,USD,50000000,2024-08-28
P5938,Gas,Belarus,Ukraine,"Belarus, Ukraine",https://www.gem.wiki/Ivatsevichy-Kobryn-Dolyna_Gas_Pipeline,Ivatsevichy-Kobryn-Dolyna Gas Pipeline,II,,operating,Gazprom; Gas Transmission System Operator of Ukraine,Gazprom PJSC [unknown %]; Ministry of Energy (Ukraine) [unknown %],1981,,,,,29,,bcm/y,29,467416.44,292,480.29,292,1220,mm,Urengoy gas field,Ivatsevichy,,,Europe,Dolyna,Eastern Europe,,,Europe,,Eastern Europe,,"Газопровод ""Ивацевичи-Кобрин-Долина""",,,,--,2024-09-16
P5939,Gas,United States,United States,United States,https://www.gem.wiki/Gulf_South_Gas_Pipeline,Gulf South Gas Pipeline,GS Gulf Crossing Mississippi Loop,,operating,Boardwalk Pipeline Partners (100%),Loews Corp [100.00%],2008,,,,,1000,,MMcf/d,10.22,164724,28.97,--,28.97,42,in,,,,Mississippi,Americas,,Northern America,,Mississippi,Americas,,Northern America,,,,25000000,USD,25000000,2023-09-11
P5941,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Yidu-Songzi Gas Pipeline,,construction,Hubei Guotong Energy Development Co Ltd (100%),unknown [unknown %],,,,,,0.6,,bcm/y,0.6,9670.68,53,38.39,53,400,mm,,Yidu,Yichang,Hubei,Asia,Songzi,Eastern Asia,Jingzhou,Hubei,Asia,,Eastern Asia,,湖北输气管网,,433610000,RMB,69377600,2024-10-04
P5942,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Xunyang-Shiyan Intermediate Pressure Gas Pipeline,,construction,--,unknown [unknown %],,,,,,0.1,,bcm/y,0.1,1611.78,15.7,23.27,15.7,273/219,mm,,Xunyang,,Hubei,Asia,,Eastern Asia,Shiyan,Hubei,Asia,,Eastern Asia,,湖北输气管网,,32000000,RMB,5120000,2024-10-04
P5943,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Jingshan-Yingcheng Gas Pipeline,,proposed,--,unknown [unknown %],,,,,,0.25,,bcm/y,0.25,4093.92,135.2,98.22,135.2,"600, 300",mm,,Jingshan,,Hubei,Asia,,Eastern Asia,Yingcheng/Zhongxiang,Hubei,Asia,,Eastern Asia,,湖北输气管网,,655710000,RMB,104913600,2024-10-04
P5945,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Zaoyang–Xuancheng Connecting Pipeline（Hubei Segment）,,proposed,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. (100%)",National Petroleum and Natural Gas Pipeline Network Group Co Ltd [100.00%],,,,,,12,,bcm/y,12,193413.7,91.3,590.31,91.3,1016,mm,West-East Gas Pipeline II,Zaoyang,,Hubei,Asia,Xiaolin Town,Eastern Asia,Sui County,Hubei,Asia,,Eastern Asia,,湖北输气管网,,747600000,RMB,119616000,2024-07-31
P5946,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Huanggang(Huangzhou)-Huangmei Gas Pipeline,,construction,--,unknown [unknown %],,,,,,0.8,,bcm/y,0.8,12894.25,192.5,110.94,192.5,"350, 250",mm,,Huanggang,,Hubei,Asia,,Eastern Asia,Huangmei County,Hubei,Asia,,Eastern Asia,,湖北输气管网,,,,--,2024-07-31
P5947,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Xishui-Luotian-Yingshan Gas Pipeline,,construction,--,unknown [unknown %],,,,,,,,,--,--,161.1,72.09,161.1,"300, 250",mm,,Xishui,,Hubei,Asia,,Eastern Asia,Yingshan,Hubei,Asia,,Eastern Asia,,湖北输气管网,,,,--,2024-07-31
P5948,Gas,China,China,China,https://www.gem.wiki/Hubei_Gas_Pipeline_Network,Hubei Gas Pipeline Network,Honghuatao-Yuyangguan Gas Pipeline,,operating,Yichang Changle Investment Group Co Ltd (100%),Yichang Changle Investment Group Co Ltd [100.00%],,,,,,0.07,,bcm/y,0.07,1176.6,62,61.08,62,200,mm,,Yichang,,Hubei,Asia,Yuyangguan Town,Eastern Asia,Wufeng Tujia Autonomous County,Hubei,Asia,,Eastern Asia,,湖北输气管网,,240583400,RMB,38493344,2024-07-31
P5949,Gas,Australia,Australia,Australia,https://www.gem.wiki/Pluto_LNG_Export_Gas_Pipeline,Pluto LNG Export Gas Pipeline ,,Pluto trunkline,operating,Woodside Energy (90%); Kansai Electric Power Company (5%); Tokyo Gas (5%),Kansai Electric Power Co [5.00%]; Tokyo Gas Co Ltd [5.00%]; Woodside Energy Group Ltd [unknown %],2012,,,,,,,,--,--,180.9,--,180.9,36,in,Pluto and Xena gas fields,Pluto A production platform,,Western Australia,Oceania,Pluto LNG Terminal,Australia and New Zealand,,Western Australia,Oceania,,Australia and New Zealand,,,,,,--,2023-09-08
P5950,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network,Zhejiang Natural Gas Pipeline Network,Toumen Port LNG Terminal Export Pipeline,,proposed,--,unknown [unknown %],,,,,,,,,--,--,85,56.09,85,813,mm,Toumen Port LNG Terminal,"Toumen Port LNG Terminal, Toumen Port, Linhai",Taizhou,Zhejiang,Asia,"The Sanmen Station of Ningbo-Taizhou-Wenzhou Gas Pipeline, Sanmen County",Eastern Asia,Taizhou,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,2500000000,RMB,400000000,2024-07-31
P5951,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Yuhuan_Damaiyu_LNG_Terminal_Export_Pipeline_.E7.8E.89.E7.8E.AF.E5.A4.A7.E9.BA.A6.E5.B1.BFLNG.E7.AB.99.E5.A4.96.E8.BE.93.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Yuhuan Damaiyu LNG Terminal Export Pipeline,,proposed,Taizhou Junan Pipeline Natural Gas Co Ltd (100%),unknown [unknown %],,,,,,,,,--,--,32,28.22,32,1016,mm,Yuhuan Damaiyu LNG Terminal,"Yuhuan Damaiyu LNG Terminal, Yuhuan City",Taizhou,Zhejiang,Asia,"Qingjiang Valve Chamber, Qingjiang Town, Yueqing City",Eastern Asia,Wenzhou,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,800000000,RMB,128000000,2024-07-31
P5952,Gas,China,China,China,https://www.gem.wiki/Zhejiang_Natural_Gas_Pipeline_Network#Liuheng-Chunxiao_Gas_Pipeline_.E5.85.AD.E6.A8.AA-.E6.98.A5.E6.99.93.E5.A4.A9.E7.84.B6.E6.B0.94.E7.AE.A1.E9.81.93,Zhejiang Natural Gas Pipeline Network,Jiaxing LNG Terminal Export Pipeline,,operating,Zhejiang Hangjiaxin Clean Energy Co Ltd (100%),unknown [unknown %],,,,,,9.6,,mill.Sm3/day,3.5,56476.8,54.35,33.53,54.35,610,mm,Jiaxing LNG Terminal,"Jiaxing LNG Terminal, Jiaxing Port",Jiaxing,Zhejiang,Asia,"Jiashan West Distribution Valve Room, Dayun Village, Dayun Town, Jiashan County",Eastern Asia,Jiaxing,Zhejiang,Asia,,Eastern Asia,,浙江输气管网,,487160000,RMB,77945600,2024-07-31
